0.010000,0.000000,4.218000,0.000028,0.005549,0.554901,55.490057,0.000000
0.010000,0.000039,4.218000,0.000066,0.003873,-0.167649,-72.254972,0.000000
0.010000,0.000288,4.218000,0.000316,0.024971,2.109801,227.745028,0.000000
0.010000,0.000732,4.218000,0.000760,0.044392,1.942152,-16.764915,0.000000
0.010000,0.001426,4.218000,0.001454,0.069363,2.497053,55.490057,0.000000
0.010000,0.002425,4.218000,0.002453,0.099882,3.051953,55.490057,0.000000
0.010000,0.003784,4.218000,0.003812,0.135951,3.606854,55.490057,0.000000
0.010000,0.005560,4.218000,0.005588,0.177568,4.161754,55.490057,0.000000
0.010000,0.007807,4.218000,0.007835,0.224735,4.716655,55.490057,0.000000
0.010000,0.010582,4.218000,0.010610,0.277450,5.271555,55.490057,0.000000
0.010000,0.013939,4.218000,0.013967,0.335715,5.826456,55.490057,0.000000
0.010000,0.017907,4.218000,0.017934,0.396754,6.103906,27.745028,0.000000
0.010000,0.022484,4.218000,0.022512,0.457793,6.103906,0.000000,0.000000
0.010000,0.027673,4.218000,0.027701,0.518832,6.103906,0.000000,0.000000
0.010000,0.033471,4.218000,0.033499,0.579871,6.103906,-0.000000,0.000000
0.010000,0.039881,4.218000,0.039908,0.640910,6.103906,0.000000,0.000000
0.010000,0.046900,4.218000,0.046928,0.701949,6.103906,0.000000,0.000000
0.010000,0.054530,4.218000,0.054558,0.762988,6.103906,-0.000000,0.000000
0.010000,0.062770,4.218000,0.062798,0.824027,6.103906,-0.000000,0.000000
0.010000,0.071621,4.218000,0.071649,0.885066,6.103906,0.000000,0.000000
0.010000,0.081082,4.218000,0.081110,0.946105,6.103906,-0.000000,0.000000
0.010000,0.091153,4.218000,0.091181,1.007145,6.103906,0.000000,0.000000
0.010000,0.101835,4.218000,0.101863,1.068184,6.103906,-0.000000,0.000000
0.010000,0.113127,4.218000,0.113155,1.129223,6.103906,0.000000,0.000000
0.010000,0.125030,4.218000,0.125058,1.190262,6.103906,-0.000000,0.000000
0.010000,0.137543,4.218000,0.137571,1.251301,6.103906,-0.000000,0.000000
0.010000,0.150666,4.218000,0.150694,1.312340,6.103906,0.000000,0.000000
0.010000,0.164400,4.218000,0.164428,1.373379,6.103906,0.000000,0.000000
0.010000,0.178744,4.218000,0.178772,1.434418,6.103906,-0.000000,0.000000
0.010000,0.193699,4.218000,0.193727,1.495457,6.103906,0.000000,0.000000
0.010000,0.209264,4.218000,0.209292,1.556496,6.103906,0.000000,0.000000
0.010000,0.225439,4.218000,0.225467,1.617535,6.103906,-0.000000,0.000000
0.010000,0.242225,4.218000,0.242253,1.678574,6.103906,0.000000,0.000000
0.010000,0.259621,4.218000,0.259649,1.739613,6.103906,-0.000000,0.000000
0.010000,0.277628,4.218000,0.277655,1.800652,6.103906,-0.000000,0.000000
0.010000,0.296245,4.218000,0.296272,1.861691,6.103906,0.000000,0.000000
0.010000,0.315472,4.218000,0.315500,1.922730,6.103906,-0.000000,0.000000
0.010000,0.335310,4.218000,0.335337,1.983770,6.103906,-0.000000,0.000000
0.010000,0.355758,4.218000,0.355785,2.044809,6.103906,0.000000,0.000000
0.010000,0.376816,4.218000,0.376844,2.105848,6.103906,-0.000000,0.000000
0.010000,0.398485,4.218000,0.398513,2.166887,6.103906,0.000000,0.000000
0.010000,0.420764,4.218000,0.420792,2.227926,6.103906,0.000000,0.000000
0.010000,0.443654,4.218000,0.443682,2.288965,6.103906,-0.000000,0.000000
0.010000,0.467154,4.218000,0.467182,2.350004,6.103906,-0.000000,0.000000
0.010000,0.491264,4.218000,0.491292,2.411043,6.103906,0.000000,0.000000
0.010000,0.515985,4.218000,0.516013,2.472082,6.103906,-0.000000,0.000000
0.010000,0.541316,4.218000,0.541344,2.533121,6.103906,0.000000,0.000000
0.010000,0.567258,4.218000,0.567286,2.594160,6.103906,0.000000,0.000000
0.010000,0.593810,4.218000,0.593838,2.655199,6.103906,-0.000000,0.000000
0.010000,0.620972,4.218000,0.621000,2.716238,6.103906,0.000000,0.000000
0.010000,0.648745,4.218000,0.648773,2.777277,6.103906,0.000000,0.000000
0.010000,0.677128,4.218000,0.677156,2.838316,6.103906,-0.000000,0.000000
0.010000,0.706122,4.218000,0.706150,2.899355,6.103906,-0.000000,0.000000
0.010000,0.735726,4.218000,0.735754,2.960395,6.103906,0.000000,0.000000
0.010000,0.765940,4.218000,0.765968,3.021434,6.103906,-0.000000,0.000000
0.010000,0.796765,4.218000,0.796793,3.082473,6.103906,0.000000,0.000000
0.010000,0.828200,4.218000,0.828228,3.143512,6.103906,-0.000000,0.000000
0.010000,0.860246,4.218000,0.860273,3.204551,6.103906,-0.000000,0.000000
0.010000,0.892901,4.218000,0.892929,3.265590,6.103906,0.000000,0.000000
0.010000,0.926168,4.218000,0.926196,3.326629,6.103906,-0.000000,0.000000
0.010000,0.960044,4.218000,0.960072,3.387668,6.103906,0.000000,0.000000
0.010000,0.994532,4.218000,0.994559,3.448707,6.103906,-0.000000,0.000000
0.010000,1.029629,4.218000,1.029657,3.509746,6.103906,0.000000,0.000000
0.010000,1.065337,4.218000,1.065365,3.570785,6.103906,-0.000000,0.000000
0.010000,1.101655,4.218000,1.101683,3.631824,6.103906,0.000000,0.000000
0.010000,1.138584,4.218000,1.138611,3.692863,6.103906,-0.000000,0.000000
0.010000,1.176123,4.218000,1.176150,3.753902,6.103906,0.000000,0.000000
0.010000,1.214272,4.218000,1.214300,3.814941,6.103906,0.000000,0.000000
0.010000,1.253032,4.218000,1.253060,3.875980,6.103906,-0.000000,0.000000
0.010000,1.292402,4.218000,1.292430,3.937020,6.103906,-0.000000,0.000000
0.010000,1.332383,4.218000,1.332410,3.998059,6.103906,0.000000,0.000000
0.010000,1.372974,4.218000,1.373001,4.059098,6.103906,0.000000,0.000000
0.010000,1.414175,4.218000,1.414203,4.120137,6.103906,-0.000000,0.000000
0.010000,1.455987,4.218000,1.456015,4.181176,6.103906,0.000000,0.000000
0.010000,1.498409,4.218000,1.498437,4.242215,6.103906,-0.000000,0.000000
0.010000,1.541442,4.218000,1.541469,4.303254,6.103906,0.000000,0.000000
0.010000,1.585084,4.218000,1.585112,4.364293,6.103906,0.000000,0.000000
0.010000,1.629338,4.218000,1.629366,4.425332,6.103906,0.000000,0.000000
0.010000,1.674201,4.218000,1.674229,4.486371,6.103906,-0.000000,0.000000
0.010000,1.719676,4.218000,1.719703,4.547410,6.103906,0.000000,0.000000
0.010000,1.765760,4.218000,1.765788,4.608449,6.103906,-0.000000,0.000000
0.010000,1.812455,4.218000,1.812483,4.669488,6.103906,0.000000,0.000000
0.010000,1.859760,4.218000,1.859788,4.730527,6.103906,-0.000000,0.000000
0.010000,1.907676,4.218000,1.907704,4.791566,6.103906,0.000000,0.000000
0.010000,1.956202,4.218000,1.956230,4.852605,6.103906,-0.000000,0.000000
0.010000,2.005338,4.218000,2.005366,4.913645,6.103906,0.000000,0.000000
0.010000,2.055085,4.218000,2.055113,4.974684,6.103906,0.000000,0.000000
0.010000,2.105442,4.218000,2.105470,5.035723,6.103906,-0.000000,0.000000
0.010000,2.156410,4.218000,2.156438,5.096762,6.103906,0.000000,0.000000
0.010000,2.207988,4.218000,2.208016,5.157801,6.103906,-0.000000,0.000000
0.010000,2.260176,4.218000,2.260204,5.218840,6.103906,0.000000,0.000000
0.010000,2.312975,4.218000,2.313003,5.279879,6.103906,0.000000,0.000000
0.010000,2.366384,4.218000,2.366412,5.340918,6.103906,-0.000000,0.000000
0.010000,2.420404,4.218000,2.420432,5.401957,6.103906,0.000000,0.000000
