dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,20.469820,2.282000,20.469848,7.813000,0.000000,0.000000,0.000000
0.010000,20.547950,2.282000,20.547978,7.813000,0.000000,0.000000,0.000000
0.010000,20.626080,2.282000,20.626108,7.813000,0.000000,0.000000,0.000000
0.010000,20.704210,2.282000,20.704238,7.813000,0.000000,0.000000,0.000000
0.010000,20.782340,2.282000,20.782368,7.813000,0.000000,0.000000,0.000000
0.010000,20.860470,2.282000,20.860498,7.813000,0.000000,0.000000,0.000000
0.010000,20.938600,2.282000,20.938628,7.813000,-0.000000,-0.000000,0.000000
0.010000,21.016730,2.282000,21.016758,7.813000,0.000000,0.000000,0.000000
0.010000,21.094860,2.282000,21.094888,7.813000,0.000000,0.000000,0.000000
0.010000,21.172990,2.282000,21.173018,7.813000,0.000000,0.000000,0.000000
0.010000,21.251120,2.282000,21.251148,7.813000,0.000000,0.000000,0.000000
0.010000,21.329250,2.282000,21.329278,7.813000,-0.000000,-0.000000,0.000000
0.010000,21.407380,2.282000,21.407408,7.813000,0.000000,0.000000,0.000000
0.010000,21.485510,2.282000,21.485538,7.813000,-0.000000,-0.000000,0.000000
